category,seed,shot,sample_id,image_index,proposal_quantile,component_index,area_cells,a1_mean,a1_max,a1_p90,text_trimmed_mean,text_p90,text_consistency,shuf_text_trimmed_mean,shuf_text_p90,shuf_text_consistency,label,intersection_cells,overlap_fraction,iou
bracket_black,0,1,bracket_black/test/good/000.png,0,0.9,10,5,0.6549132466316223,0.7004671692848206,0.6891848921775818,0.3974701285362244,0.4870377600193024,0.0,0.7400957345962524,0.9740488052368164,0.8,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/000.png,0,0.9,11,4,0.7380219101905823,0.8925836086273193,0.8590760052204133,0.16795551218092442,0.2095002770423889,0.0,0.23226859606802464,0.32273064851760863,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/000.png,0,0.95,0,13,0.9188642501831055,1.0,0.9832430124282837,0.12588350610299545,0.19416713118553164,0.0,0.45700537345626135,0.6560463428497315,0.3076923076923077,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/000.png,0,0.95,1,10,0.9629585146903992,1.0,1.0,0.732432097196579,1.0,1.0,0.28235950879752636,0.35131496489048003,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/000.png,0,0.95,2,17,0.9106113910675049,1.0,1.0,0.39552723069985707,0.736454176902771,0.4117647058823529,0.3319696585337321,0.5064719915390015,0.11764705882352941,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/000.png,0,0.95,3,11,0.8516385555267334,0.9617648720741272,0.9340251088142395,0.18640058984359106,0.3121241331100464,0.0,0.39145051605171627,0.617865264415741,0.36363636363636365,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/000.png,0,0.95,4,24,0.9242730140686035,1.0,1.0,0.19508500974625348,0.5454062461853026,0.16666666666666666,0.19509447133168578,0.36960003674030306,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/000.png,0,0.95,5,14,0.930271565914154,1.0,1.0,0.22573199992378554,0.3070480763912201,0.0,0.3570151800910632,0.534998181462288,0.14285714285714285,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/000.png,0,0.95,6,16,0.953812837600708,1.0,1.0,0.277136114026819,0.3780505210161209,0.0,0.13897125742265157,0.2421194538474083,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/000.png,0,0.95,7,6,0.8550664782524109,0.9788386821746826,0.9447329342365265,0.01942415116354823,0.055568207055330276,0.0,0.11225788295269012,0.1386156976222992,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/000.png,0,0.95,8,19,0.8485710024833679,0.9652342796325684,0.9200889110565186,0.346336032537853,0.6433166742324828,0.21052631578947367,0.758711164488512,0.9822232484817505,0.8421052631578947,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/000.png,0,0.95,9,6,0.8341197371482849,0.887680172920227,0.8851598799228668,0.4732914517323176,0.6358960568904877,0.3333333333333333,0.42634117603302,0.5659289211034775,0.16666666666666666,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/000.png,0,0.95,10,13,0.8793774843215942,0.9786688089370728,0.9495863437652589,0.3850819631056352,0.5707338452339172,0.23076923076923078,0.6032945865934546,0.8013419270515442,0.6153846153846154,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/000.png,0,0.975,0,8,0.9534823894500732,1.0,0.9916462957859039,0.11800838448107243,0.16322775930166245,0.0,0.45492836087942123,0.589010465145111,0.25,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/000.png,0,0.975,1,8,0.989245593547821,1.0,1.0,0.7861006036400795,1.0,1.0,0.2644828297197819,0.34167644679546355,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/000.png,0,0.975,2,10,0.9725109934806824,1.0,1.0,0.3541103694587946,0.7347911596298217,0.4,0.35288449563086033,0.54820157289505,0.2,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/000.png,0,0.975,3,4,0.9347238540649414,0.9617648720741272,0.9534429430961608,0.16063073463737965,0.23700469285249712,0.0,0.4823721647262573,0.5891478896141052,0.5,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/000.png,0,0.975,4,15,0.979799211025238,1.0,1.0,0.1553195735009817,0.404929494857788,0.13333333333333333,0.15693042183724734,0.3684181749820709,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/000.png,0,0.975,5,9,0.9855501651763916,1.0,1.0,0.23983772761291927,0.31248934268951417,0.0,0.3956486980120341,0.5703492879867553,0.2222222222222222,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/000.png,0,0.975,6,12,0.9959651827812195,1.0,1.0,0.292285692691803,0.3684518665075302,0.0,0.13001440986990928,0.2128437340259552,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/000.png,0,0.975,7,4,0.9301685094833374,0.9652342796325684,0.9548038482666016,0.35504912212491035,0.5633410215377809,0.25,0.621942475438118,0.8439961552619935,0.75,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/001.png,1,0.9,0,146,0.8165881037712097,1.0,0.9721625745296478,0.44563670986789766,0.698467493057251,0.3698630136986301,0.4969509081062624,0.7836177051067352,0.4452054794520548,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/001.png,1,0.9,1,12,0.6594883799552917,0.6891476511955261,0.6867795646190643,0.11436140760779381,0.19104585498571397,0.0,0.018583947885781528,0.0775150876492262,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/001.png,1,0.9,2,152,0.8422943949699402,1.0,1.0,0.5401929607156848,0.7729330599308014,0.5592105263157895,0.6415132042325911,1.0,0.743421052631579,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/001.png,1,0.95,0,72,0.9125758409500122,1.0,0.9924495577812195,0.4494941774113425,0.6898373007774352,0.3611111111111111,0.4863005619624565,0.7941588759422302,0.3611111111111111,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/001.png,1,0.95,1,38,0.925563395023346,1.0,1.0,0.5991558339446783,0.8195860505104066,0.7105263157894737,0.8155912887305021,1.0,0.9210526315789473,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/001.png,1,0.95,2,47,0.9409756064414978,1.0,1.0,0.5148756511700459,0.7312628626823425,0.5106382978723404,0.6032229348635062,0.9204082250595093,0.7659574468085106,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/001.png,1,0.975,0,15,0.974618673324585,1.0,1.0,0.4625285497078529,0.587474238872528,0.26666666666666666,0.5474094450473785,0.8150843262672424,0.5333333333333333,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/001.png,1,0.975,1,14,0.9665073752403259,1.0,1.0,0.31669744849205017,0.5180908471345902,0.14285714285714285,0.4721094121535619,0.6335257709026337,0.2857142857142857,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/001.png,1,0.975,2,19,0.9879180788993835,1.0,1.0,0.5995723710340612,0.7959251999855042,0.7894736842105263,0.7954486959120807,0.9916605949401855,0.9473684210526315,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/001.png,1,0.975,3,29,0.9870733022689819,1.0,1.0,0.525752820968628,0.7618393898010254,0.5172413793103449,0.607830467224121,0.8858649015426635,0.7241379310344828,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/002.png,2,0.9,0,13,0.7230517268180847,0.7647570967674255,0.754775857925415,0.45554583181034436,0.6649248003959656,0.38461538461538464,0.5351292545145209,0.6368616342544555,0.5384615384615384,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/002.png,2,0.9,1,295,0.8456204533576965,1.0,1.0,0.4220374507617347,0.8224749684333804,0.34915254237288135,0.45373383397039985,0.8474748134613038,0.43389830508474575,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/002.png,2,0.9,2,5,0.7961188554763794,0.8317018151283264,0.8246516108512878,0.19101715683937073,0.22513814866542817,0.0,0.17793079167604448,0.2886769354343414,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/002.png,2,0.95,0,137,0.9259598851203918,1.0,1.0,0.3089411800374856,0.6481565117835999,0.21897810218978103,0.347440575761301,0.6753301858901979,0.25547445255474455,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/002.png,2,0.95,1,13,0.890161395072937,0.9431949853897095,0.927794873714447,0.7041275094855916,1.0,0.7692307692307693,0.653586823831905,0.7976943016052246,0.7692307692307693,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/002.png,2,0.95,2,4,0.8700736165046692,0.9170377254486084,0.9033284366130829,0.33967699110507965,0.39389863312244416,0.0,0.41107185930013657,0.46711709797382356,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/002.png,2,0.975,0,4,0.9370353817939758,0.9618417620658875,0.9550177037715912,0.6712460219860077,0.7879806756973267,1.0,0.5523930490016937,0.685210108757019,0.75,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/002.png,2,0.975,1,6,0.9785292744636536,1.0,1.0,0.2755823681751887,0.39988432824611664,0.0,0.3081080603102843,0.4082350879907608,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/002.png,2,0.975,2,62,0.9751474261283875,1.0,1.0,0.19851767517626284,0.45499697923660276,0.0967741935483871,0.2767791193723679,0.506959754228592,0.12903225806451613,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/002.png,2,0.975,3,4,0.927931010723114,0.9431949853897095,0.9389626920223236,0.7643060013651848,0.9657725274562836,0.75,0.7306546419858932,0.8302317678928375,1.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/003.png,3,0.9,0,19,0.7587453722953796,0.8338087797164917,0.8185259580612182,0.5192379127530491,0.6648003339767456,0.5789473684210527,0.3241187763564727,0.4148066401481628,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/003.png,3,0.9,1,6,0.691188633441925,0.7121112942695618,0.706565260887146,0.40315626561641693,0.47873786091804504,0.16666666666666666,0.30518826842308044,0.39783015847206116,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/003.png,3,0.9,2,13,0.7096289992332458,0.7583193778991699,0.7513995051383973,0.2625237215648998,0.4608070611953736,0.07692307692307693,0.19966949251565067,0.2641085863113403,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/003.png,3,0.9,3,273,0.8689119815826416,1.0,1.0,0.5041435099627873,0.8060657143592834,0.4835164835164835,0.4810788780450821,0.9053063511848449,0.4139194139194139,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/003.png,3,0.95,0,157,0.9466990828514099,1.0,1.0,0.5422626276185193,0.8832624435424805,0.5477707006369427,0.4699753292902248,0.8031430602073671,0.3885350318471338,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/003.png,3,0.975,0,32,0.9829033613204956,1.0,1.0,0.5201542732807306,0.7926796734333039,0.5,0.4951184426362698,0.784805053472519,0.4375,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/003.png,3,0.975,1,47,0.9863353371620178,1.0,1.0,0.5803779122921137,1.0,0.6595744680851063,0.40432565143475163,0.5950374484062194,0.2553191489361702,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/004.png,4,0.9,0,314,0.8821984529495239,1.0,0.9990196526050568,0.3929191619926502,0.8202754497528075,0.3503184713375796,0.37022389465617755,0.7550754487514494,0.3089171974522293,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/004.png,4,0.95,0,10,0.9092370867729187,0.9543793201446533,0.9457939445972443,0.6054624505341053,0.7589680731296539,0.8,0.28168131224811077,0.3905728042125702,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/004.png,4,0.95,1,112,0.9473473429679871,1.0,1.0,0.25957716902097067,0.6560623168945313,0.1875,0.28496116805407734,0.6943411588668823,0.20535714285714285,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/004.png,4,0.95,2,15,0.915186882019043,0.9505378007888794,0.9379576444625854,0.7125758368235368,1.0,0.8666666666666667,0.5735590824714074,0.805374252796173,0.6,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/004.png,4,0.95,3,13,0.9215770363807678,0.9564151763916016,0.9501840591430664,0.6546658412976698,1.0,0.6153846153846154,0.4105600416660309,0.6529785394668579,0.38461538461538464,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/004.png,4,0.95,4,4,0.9259482622146606,0.9586771726608276,0.957526969909668,0.23111045733094215,0.25667612850666044,0.0,0.8086811155080795,0.9562463760375977,1.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/004.png,4,0.975,0,65,0.9801502227783203,1.0,1.0,0.19713664715582468,0.4331865906715393,0.09230769230769231,0.22072773229963374,0.5381556868553165,0.1076923076923077,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/004.png,4,0.975,1,4,0.9471561908721924,0.9564151763916016,0.9546014130115509,0.6431470438838005,0.9247259140014649,0.75,0.4790644645690918,0.6553564369678497,0.5,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/005.png,5,0.9,0,312,0.8456956148147583,1.0,0.9998733222484589,0.4528628524541855,0.8669905424118047,0.375,0.4458273631930351,0.8985856592655181,0.3717948717948718,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/005.png,5,0.95,0,125,0.9292337894439697,1.0,1.0,0.41994128781970186,0.8387630462646486,0.288,0.4589339322087788,0.9392064332962038,0.384,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/005.png,5,0.95,1,7,0.8652091026306152,0.894108772277832,0.8910524129867554,0.45072684969220844,0.6176755785942077,0.42857142857142855,0.3947334310838154,0.6812092304229738,0.14285714285714285,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/005.png,5,0.95,2,21,0.8910687565803528,0.9629810452461243,0.9451605677604675,0.3888696896679261,0.882165789604187,0.19047619047619047,0.29863858222961426,0.48865559697151184,0.047619047619047616,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/005.png,5,0.975,0,11,0.9653966426849365,1.0,1.0,0.39938340253300136,0.4890359342098236,0.09090909090909091,0.9814656774202982,1.0,1.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/005.png,5,0.975,1,58,0.9734654426574707,1.0,1.0,0.3331373032803337,0.6402093768119813,0.13793103448275862,0.35587280491987866,0.5424236118793488,0.20689655172413793,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/005.png,5,0.975,2,6,0.9391176104545593,0.9629810452461243,0.957504153251648,0.288350651661555,0.37404002249240875,0.0,0.282751868168513,0.3487662225961685,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/006.png,6,0.9,0,174,0.8522445559501648,1.0,1.0,0.44862994104623793,0.8407332122325897,0.42528735632183906,0.27235036423163755,0.5872065365314487,0.13793103448275862,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/006.png,6,0.9,1,138,0.86634761095047,1.0,0.9852773606777191,0.6504946537315845,0.9610819816589354,0.6956521739130435,0.5115195534058979,0.9247657716274261,0.47101449275362317,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/006.png,6,0.95,0,29,0.9448379874229431,1.0,1.0,0.5933768939971924,0.9274970650672912,0.5517241379310345,0.19366643846035003,0.3066416621208191,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/006.png,6,0.95,1,42,0.9286942481994629,1.0,1.0,0.6141600459814072,0.9290582597255707,0.6666666666666666,0.42682043769780326,0.9606900095939634,0.2857142857142857,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/006.png,6,0.95,2,6,0.8939619064331055,0.936317503452301,0.9283917844295502,0.1663027678926786,0.1969432830810547,0.0,0.1353254814942678,0.17022119462490082,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/006.png,6,0.95,3,39,0.9320482015609741,1.0,1.0,0.8485917701865687,1.0,0.9743589743589743,0.774925298763044,1.0,0.9487179487179487,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/006.png,6,0.95,4,38,0.9271267056465149,1.0,0.9901300072669983,0.6354474611580372,0.7725600600242616,0.7894736842105263,0.3796322289854288,0.6053174436092378,0.21052631578947367,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/006.png,6,0.975,0,20,0.9806365966796875,1.0,1.0,0.652641074731946,0.942909985780716,0.65,0.17505916859954596,0.25004195868968965,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/006.png,6,0.975,1,21,0.982909619808197,1.0,1.0,0.5498650038943571,0.7005618214607239,0.6190476190476191,0.4008073429850971,0.7371317148208618,0.23809523809523808,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/006.png,6,0.975,2,20,0.9751691818237305,1.0,1.0,0.9005891978740692,1.0,1.0,0.8058313690125942,1.0,0.95,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/006.png,6,0.975,3,6,0.9836595058441162,1.0,1.0,0.7633023063341776,0.8117490708827972,1.0,0.5544096132119497,0.6793556809425354,0.6666666666666666,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/006.png,6,0.975,4,10,0.9683055877685547,1.0,0.9849953472614288,0.5875666439533234,0.7081195533275604,0.8,0.23055997677147388,0.37036080658435816,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/007.png,7,0.9,0,142,0.8180979490280151,1.0,0.9513477087020874,0.5041799111324444,0.829989367723465,0.49295774647887325,0.3091713294648288,0.5246321737766266,0.15492957746478872,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/007.png,7,0.9,1,169,0.8423281311988831,1.0,1.0,0.5928066642615046,0.9493082642555237,0.6153846153846154,0.3931550300904434,0.7366346836090089,0.3668639053254438,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/007.png,7,0.95,0,26,0.8813124895095825,0.9627121090888977,0.9368892014026642,0.40923034061085095,0.6091156899929047,0.23076923076923078,0.33047639510848303,0.5453715324401855,0.15384615384615385,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/007.png,7,0.95,1,42,0.907300591468811,1.0,1.0,0.6412541322848376,0.9001614868640899,0.7380952380952381,0.387810303884394,0.5836014091968535,0.2619047619047619,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/007.png,7,0.95,2,40,0.9173892736434937,1.0,1.0,0.8596155568957329,1.0,0.925,0.6504220357164741,1.0,0.75,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/007.png,7,0.95,3,49,0.930915117263794,1.0,1.0,0.5927107079726893,0.8243814587593079,0.6938775510204082,0.20604510223720132,0.4405006468296051,0.061224489795918366,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/007.png,7,0.975,0,8,0.9299274682998657,0.9627121090888977,0.9608068585395813,0.3976699411869049,0.5175425857305527,0.125,0.42288550920784473,0.5428297758102417,0.25,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/007.png,7,0.975,1,19,0.9723669290542603,1.0,1.0,0.7508292268304264,0.8790047526359558,0.9473684210526315,0.44879118484609265,0.6452117800712586,0.3684210526315789,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/007.png,7,0.975,2,21,0.9761698842048645,1.0,1.0,0.9237352539511288,1.0,1.0,0.679827423656688,1.0,0.8095238095238095,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/007.png,7,0.975,3,31,0.974348783493042,1.0,1.0,0.659593015909195,0.858323335647583,0.8387096774193549,0.23188557267189025,0.44013750553131104,0.03225806451612903,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/008.png,8,0.9,0,44,0.8282865285873413,0.9779148101806641,0.9367283284664154,0.23929348463813463,0.39292933940887453,0.022727272727272728,0.368728659219212,0.6237798094749453,0.22727272727272727,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/008.png,8,0.9,1,11,0.7484025955200195,0.8639707565307617,0.8462453484535217,0.11547946164177524,0.2603539228439331,0.0,0.20283856822384727,0.2657734453678131,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/008.png,8,0.9,2,38,0.8456953763961792,1.0,1.0,0.23367923818295822,0.45240854322910307,0.07894736842105263,0.24102962482720613,0.34462842643260955,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/008.png,8,0.9,3,15,0.7323886156082153,0.8848828673362732,0.8607048749923706,0.16455843127690828,0.22667915821075438,0.0,0.09188381646191164,0.19080792069435118,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/008.png,8,0.9,4,71,0.8151741623878479,1.0,0.9998053312301636,0.43435772077033397,0.6664663553237915,0.323943661971831,0.45258776765120656,0.7676833271980286,0.4507042253521127,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/008.png,8,0.9,5,5,0.6850016713142395,0.7260153293609619,0.7259095430374145,0.4880788505077362,0.6513913750648499,0.4,0.6247814655303955,0.8934172630310059,0.6,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/008.png,8,0.9,6,100,0.8437879085540771,1.0,1.0,0.4974339555948973,0.8193004429340365,0.51,0.31964811459183695,0.6922660231590271,0.26,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/008.png,8,0.9,7,18,0.8562543392181396,1.0,0.9940074980258942,0.4336302559822798,0.6638049066066742,0.2777777777777778,0.6237862873822451,0.8471684277057648,0.7777777777777778,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/008.png,8,0.9,8,6,0.6642529368400574,0.6881469488143921,0.6791200339794159,0.27572600543498993,0.39765843749046326,0.0,0.256235604484876,0.3314938396215439,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/008.png,8,0.95,0,18,0.9084590077400208,0.9779148101806641,0.9550269424915314,0.27181568276137114,0.4043436586856842,0.05555555555555555,0.5126646067947149,0.7007705450057984,0.4444444444444444,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/008.png,8,0.95,1,8,0.8477464318275452,0.8968549966812134,0.8812293469905853,0.19677861128002405,0.27815994918346404,0.0,0.22943419311195612,0.3091342329978943,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/008.png,8,0.95,2,16,0.9651542901992798,1.0,1.0,0.20420049541696375,0.45251326262950897,0.0625,0.1929646586733205,0.29421083629131317,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/008.png,8,0.95,3,4,0.8531362414360046,0.8848828673362732,0.88482945561409,0.18956492096185684,0.22232963144779205,0.0,0.061332659071922535,0.10017843917012215,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/008.png,8,0.95,4,13,0.9034993052482605,1.0,0.9910570859909058,0.36688202348622406,0.4149360299110413,0.0,0.19863786480643533,0.276896470785141,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/008.png,8,0.95,5,21,0.9261353015899658,1.0,1.0,0.4469247828511631,0.6664823293685913,0.2857142857142857,0.6159492643440471,0.7937739491462708,0.6666666666666666,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/008.png,8,0.95,6,58,0.9265140295028687,1.0,1.0,0.5624542410175005,0.8824331998825076,0.6379310344827587,0.3488291874527931,0.6434493601322178,0.27586206896551724,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/008.png,8,0.95,7,11,0.9199466705322266,1.0,1.0,0.47357139322492814,0.7206637263298035,0.36363636363636365,0.663802338971032,0.8417571783065796,0.9090909090909091,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/008.png,8,0.975,0,10,0.9401828646659851,0.9779148101806641,0.9626003086566925,0.22826807014644146,0.39168400764465333,0.0,0.5891861133277416,0.7940945088863373,0.7,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/008.png,8,0.975,1,13,0.9886519312858582,1.0,1.0,0.1868871103083207,0.44997785687446595,0.07692307692307693,0.17703990976918826,0.2576235294342041,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/008.png,8,0.975,2,5,0.9648447036743164,1.0,0.9999221324920654,0.35965479612350465,0.3890938997268677,0.0,0.2123789221048355,0.24361332654953002,0.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/008.png,8,0.975,3,12,0.9778718948364258,1.0,1.0,0.48983025550842285,0.699632340669632,0.4166666666666667,0.6573863685131073,0.7650420427322387,0.8333333333333334,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/008.png,8,0.975,4,5,0.9719336628913879,1.0,1.0,0.48544031381607056,0.679522693157196,0.4,0.7343756794929505,0.8279327988624573,1.0,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/008.png,8,0.975,5,34,0.9763107299804688,1.0,1.0,0.5541155082838876,0.887756597995758,0.6470588235294118,0.3406778049788305,0.770782959461212,0.29411764705882354,0,0,0.0,0.0
bracket_black,0,1,bracket_black/test/good/009.png,9,0.9,0,16,0.7471630573272705,0.8087323904037476,0.803004264831543,0.3728284702769348,0.5009753108024597,0.125,0.24218702742031642,0.3334971070289612,0.0,0,0,0.0,0.0
