category,seed,shot,sample_id,image_index,proposal_quantile,component_index,area_cells,a1_mean,a1_max,a1_p90,text_trimmed_mean,text_p90,text_consistency,shuf_text_trimmed_mean,shuf_text_p90,shuf_text_consistency,label,intersection_cells,overlap_fraction,iou,rot180_text_p90,halfroll_text_p90
bracket_black,0,1,bracket_black/test/good/001.png,1,0.975,2,19,0.9879180788993835,1.0,1.0,0.5995723710340612,0.7959251999855042,0.7894736842105263,0.7954486959120807,0.9916605949401855,0.9473684210526315,0,0,0.0,0.0,0.6743710875511169,0.3456472039222717
bracket_black,0,1,bracket_black/test/good/001.png,1,0.975,3,29,0.9870733022689819,1.0,1.0,0.525752820968628,0.7618393898010254,0.5172413793103449,0.607830467224121,0.8858649015426635,0.7241379310344828,0,0,0.0,0.0,0.4126529097557068,0.7540605187416076
bracket_black,0,1,bracket_black/test/good/002.png,2,0.9,0,13,0.7230517268180847,0.7647570967674255,0.754775857925415,0.45554583181034436,0.6649248003959656,0.38461538461538464,0.5351292545145209,0.6368616342544555,0.5384615384615384,0,0,0.0,0.0,0.44921122193336493,0.21329125761985782
bracket_black,0,1,bracket_black/test/good/002.png,2,0.9,1,295,0.8456204533576965,1.0,1.0,0.4220374507617347,0.8224749684333804,0.34915254237288135,0.45373383397039985,0.8474748134613038,0.43389830508474575,0,0,0.0,0.0,0.739917862415314,0.566744148731232
bracket_black,0,1,bracket_black/test/good/002.png,2,0.9,2,5,0.7961188554763794,0.8317018151283264,0.8246516108512878,0.19101715683937073,0.22513814866542817,0.0,0.17793079167604448,0.2886769354343414,0.0,0,0,0.0,0.0,0.3271322250366211,0.7194150209426879
bracket_black,0,1,bracket_black/test/good/002.png,2,0.95,0,137,0.9259598851203918,1.0,1.0,0.3089411800374856,0.6481565117835999,0.21897810218978103,0.347440575761301,0.6753301858901979,0.25547445255474455,0,0,0.0,0.0,0.6359972119331361,0.6049527764320375
bracket_black,0,1,bracket_black/test/good/002.png,2,0.95,1,13,0.890161395072937,0.9431949853897095,0.927794873714447,0.7041275094855916,1.0,0.7692307692307693,0.653586823831905,0.7976943016052246,0.7692307692307693,0,0,0.0,0.0,0.5761920332908632,0.34338130354881286
bracket_black,0,1,bracket_black/test/good/002.png,2,0.95,2,4,0.8700736165046692,0.9170377254486084,0.9033284366130829,0.33967699110507965,0.39389863312244416,0.0,0.41107185930013657,0.46711709797382356,0.0,0,0,0.0,0.0,0.6592064201831818,0.2566496327519417
bracket_black,0,1,bracket_black/test/good/002.png,2,0.975,0,4,0.9370353817939758,0.9618417620658875,0.9550177037715912,0.6712460219860077,0.7879806756973267,1.0,0.5523930490016937,0.685210108757019,0.75,0,0,0.0,0.0,0.41565932929515836,0.7640527248382568
bracket_black,0,1,bracket_black/test/good/002.png,2,0.975,1,6,0.9785292744636536,1.0,1.0,0.2755823681751887,0.39988432824611664,0.0,0.3081080603102843,0.4082350879907608,0.0,0,0,0.0,0.0,0.7882115244865417,0.9907113015651703
bracket_black,0,1,bracket_black/test/good/002.png,2,0.975,2,62,0.9751474261283875,1.0,1.0,0.19851767517626284,0.45499697923660276,0.0967741935483871,0.2767791193723679,0.506959754228592,0.12903225806451613,0,0,0.0,0.0,0.5291612684726715,0.38164864778518676
bracket_black,0,1,bracket_black/test/good/002.png,2,0.975,3,4,0.927931010723114,0.9431949853897095,0.9389626920223236,0.7643060013651848,0.9657725274562836,0.75,0.7306546419858932,0.8302317678928375,1.0,0,0,0.0,0.0,0.4217451274394989,0.18973135501146318
bracket_black,0,1,bracket_black/test/good/003.png,3,0.9,0,19,0.7587453722953796,0.8338087797164917,0.8185259580612182,0.5192379127530491,0.6648003339767456,0.5789473684210527,0.3241187763564727,0.4148066401481628,0.0,0,0,0.0,0.0,0.3867204964160919,0.10647240579128264
bracket_black,0,1,bracket_black/test/good/003.png,3,0.9,1,6,0.691188633441925,0.7121112942695618,0.706565260887146,0.40315626561641693,0.47873786091804504,0.16666666666666666,0.30518826842308044,0.39783015847206116,0.0,0,0,0.0,0.0,0.3712084889411926,0.18832358717918396
bracket_black,0,1,bracket_black/test/good/003.png,3,0.9,2,13,0.7096289992332458,0.7583193778991699,0.7513995051383973,0.2625237215648998,0.4608070611953736,0.07692307692307693,0.19966949251565067,0.2641085863113403,0.0,0,0,0.0,0.0,0.39687750935554506,0.48867948055267335
bracket_black,0,1,bracket_black/test/good/003.png,3,0.9,3,273,0.8689119815826416,1.0,1.0,0.5041435099627873,0.8060657143592834,0.4835164835164835,0.4810788780450821,0.9053063511848449,0.4139194139194139,0,0,0.0,0.0,0.8297099947929383,0.5570294737815857
bracket_black,0,1,bracket_black/test/good/003.png,3,0.95,0,157,0.9466990828514099,1.0,1.0,0.5422626276185193,0.8832624435424805,0.5477707006369427,0.4699753292902248,0.8031430602073671,0.3885350318471338,0,0,0.0,0.0,0.8317229866981507,0.4691110372543336
bracket_black,0,1,bracket_black/test/good/003.png,3,0.975,0,32,0.9829033613204956,1.0,1.0,0.5201542732807306,0.7926796734333039,0.5,0.4951184426362698,0.784805053472519,0.4375,0,0,0.0,0.0,0.9032319188117981,0.3796376168727876
bracket_black,0,1,bracket_black/test/good/003.png,3,0.975,1,47,0.9863353371620178,1.0,1.0,0.5803779122921137,1.0,0.6595744680851063,0.40432565143475163,0.5950374484062194,0.2553191489361702,0,0,0.0,0.0,0.800214159488678,0.4407051682472229
bracket_black,0,1,bracket_black/test/good/004.png,4,0.9,0,314,0.8821984529495239,1.0,0.9990196526050568,0.3929191619926502,0.8202754497528075,0.3503184713375796,0.37022389465617755,0.7550754487514494,0.3089171974522293,0,0,0.0,0.0,0.7278285562992096,0.5436568200588227
bracket_black,0,1,bracket_black/test/good/004.png,4,0.95,0,10,0.9092370867729187,0.9543793201446533,0.9457939445972443,0.6054624505341053,0.7589680731296539,0.8,0.28168131224811077,0.3905728042125702,0.0,0,0,0.0,0.0,0.5347900807857513,0.7132733583450317
bracket_black,0,1,bracket_black/test/good/004.png,4,0.95,1,112,0.9473473429679871,1.0,1.0,0.25957716902097067,0.6560623168945313,0.1875,0.28496116805407734,0.6943411588668823,0.20535714285714285,0,0,0.0,0.0,0.7890295684337618,0.64871678352356
bracket_black,0,1,bracket_black/test/good/004.png,4,0.95,2,15,0.915186882019043,0.9505378007888794,0.9379576444625854,0.7125758368235368,1.0,0.8666666666666667,0.5735590824714074,0.805374252796173,0.6,0,0,0.0,0.0,0.9481414198875427,0.17685628831386566
bracket_black,0,1,bracket_black/test/good/004.png,4,0.95,3,13,0.9215770363807678,0.9564151763916016,0.9501840591430664,0.6546658412976698,1.0,0.6153846153846154,0.4105600416660309,0.6529785394668579,0.38461538461538464,0,0,0.0,0.0,0.29624395370483403,0.691610610485077
bracket_black,0,1,bracket_black/test/good/004.png,4,0.95,4,4,0.9259482622146606,0.9586771726608276,0.957526969909668,0.23111045733094215,0.25667612850666044,0.0,0.8086811155080795,0.9562463760375977,1.0,0,0,0.0,0.0,0.2460132122039795,0.169346758723259
bracket_black,0,1,bracket_black/test/good/004.png,4,0.975,0,65,0.9801502227783203,1.0,1.0,0.19713664715582468,0.4331865906715393,0.09230769230769231,0.22072773229963374,0.5381556868553165,0.1076923076923077,0,0,0.0,0.0,0.6287049889564517,0.7166893720626832
bracket_black,0,1,bracket_black/test/good/004.png,4,0.975,1,4,0.9471561908721924,0.9564151763916016,0.9546014130115509,0.6431470438838005,0.9247259140014649,0.75,0.4790644645690918,0.6553564369678497,0.5,0,0,0.0,0.0,0.27585270106792453,0.6684314548969269
bracket_black,0,1,bracket_black/test/good/005.png,5,0.9,0,312,0.8456956148147583,1.0,0.9998733222484589,0.4528628524541855,0.8669905424118047,0.375,0.4458273631930351,0.8985856592655181,0.3717948717948718,0,0,0.0,0.0,0.7514429390430454,0.6285928785800938
bracket_black,0,1,bracket_black/test/good/005.png,5,0.95,0,125,0.9292337894439697,1.0,1.0,0.41994128781970186,0.8387630462646486,0.288,0.4589339322087788,0.9392064332962038,0.384,0,0,0.0,0.0,0.9898204565048218,0.4172667026519777
bracket_black,0,1,bracket_black/test/good/005.png,5,0.95,1,7,0.8652091026306152,0.894108772277832,0.8910524129867554,0.45072684969220844,0.6176755785942077,0.42857142857142855,0.3947334310838154,0.6812092304229738,0.14285714285714285,0,0,0.0,0.0,0.5543436288833619,0.6446062564849854
bracket_black,0,1,bracket_black/test/good/005.png,5,0.95,2,21,0.8910687565803528,0.9629810452461243,0.9451605677604675,0.3888696896679261,0.882165789604187,0.19047619047619047,0.29863858222961426,0.48865559697151184,0.047619047619047616,0,0,0.0,0.0,0.41971462965011597,0.7318115830421448
bracket_black,0,1,bracket_black/test/good/005.png,5,0.975,0,11,0.9653966426849365,1.0,1.0,0.39938340253300136,0.4890359342098236,0.09090909090909091,0.9814656774202982,1.0,1.0,0,0,0.0,0.0,1.0,0.5938764214515686
bracket_black,0,1,bracket_black/test/good/005.png,5,0.975,1,58,0.9734654426574707,1.0,1.0,0.3331373032803337,0.6402093768119813,0.13793103448275862,0.35587280491987866,0.5424236118793488,0.20689655172413793,0,0,0.0,0.0,0.7819197595119478,0.4259232014417649
bracket_black,0,1,bracket_black/test/good/005.png,5,0.975,2,6,0.9391176104545593,0.9629810452461243,0.957504153251648,0.288350651661555,0.37404002249240875,0.0,0.282751868168513,0.3487662225961685,0.0,0,0,0.0,0.0,0.29547418653964996,0.7103526294231415
bracket_black,0,1,bracket_black/test/good/006.png,6,0.9,0,174,0.8522445559501648,1.0,1.0,0.44862994104623793,0.8407332122325897,0.42528735632183906,0.27235036423163755,0.5872065365314487,0.13793103448275862,0,0,0.0,0.0,0.8095921039581302,0.4520312935113907
bracket_black,0,1,bracket_black/test/good/006.png,6,0.9,1,138,0.86634761095047,1.0,0.9852773606777191,0.6504946537315845,0.9610819816589354,0.6956521739130435,0.5115195534058979,0.9247657716274261,0.47101449275362317,0,0,0.0,0.0,0.7142482161521911,0.5617424786090851
bracket_black,0,1,bracket_black/test/good/006.png,6,0.95,0,29,0.9448379874229431,1.0,1.0,0.5933768939971924,0.9274970650672912,0.5517241379310345,0.19366643846035003,0.3066416621208191,0.0,0,0,0.0,0.0,1.0,0.4979951024055481
bracket_black,0,1,bracket_black/test/good/006.png,6,0.95,1,42,0.9286942481994629,1.0,1.0,0.6141600459814072,0.9290582597255707,0.6666666666666666,0.42682043769780326,0.9606900095939634,0.2857142857142857,0,0,0.0,0.0,0.522530049085617,0.30352270305156703
bracket_black,0,1,bracket_black/test/good/006.png,6,0.95,2,6,0.8939619064331055,0.936317503452301,0.9283917844295502,0.1663027678926786,0.1969432830810547,0.0,0.1353254814942678,0.17022119462490082,0.0,0,0,0.0,0.0,0.43552282452583313,0.3298524171113968
bracket_black,0,1,bracket_black/test/good/006.png,6,0.95,3,39,0.9320482015609741,1.0,1.0,0.8485917701865687,1.0,0.9743589743589743,0.774925298763044,1.0,0.9487179487179487,0,0,0.0,0.0,0.9202270269393921,0.44469491839408876
bracket_black,0,1,bracket_black/test/good/006.png,6,0.95,4,38,0.9271267056465149,1.0,0.9901300072669983,0.6354474611580372,0.7725600600242616,0.7894736842105263,0.3796322289854288,0.6053174436092378,0.21052631578947367,0,0,0.0,0.0,0.23499394506216056,0.5788063704967501
bracket_black,0,1,bracket_black/test/good/006.png,6,0.975,0,20,0.9806365966796875,1.0,1.0,0.652641074731946,0.942909985780716,0.65,0.17505916859954596,0.25004195868968965,0.0,0,0,0.0,0.0,1.0,0.4976280599832535
bracket_black,0,1,bracket_black/test/good/006.png,6,0.975,1,21,0.982909619808197,1.0,1.0,0.5498650038943571,0.7005618214607239,0.6190476190476191,0.4008073429850971,0.7371317148208618,0.23809523809523808,0,0,0.0,0.0,0.16914397478103638,0.261261522769928
bracket_black,0,1,bracket_black/test/good/006.png,6,0.975,2,20,0.9751691818237305,1.0,1.0,0.9005891978740692,1.0,1.0,0.8058313690125942,1.0,0.95,0,0,0.0,0.0,0.8862408638000489,0.4040820866823197
bracket_black,0,1,bracket_black/test/good/006.png,6,0.975,3,6,0.9836595058441162,1.0,1.0,0.7633023063341776,0.8117490708827972,1.0,0.5544096132119497,0.6793556809425354,0.6666666666666666,0,0,0.0,0.0,0.2236480414867401,0.2546318769454956
bracket_black,0,1,bracket_black/test/good/006.png,6,0.975,4,10,0.9683055877685547,1.0,0.9849953472614288,0.5875666439533234,0.7081195533275604,0.8,0.23055997677147388,0.37036080658435816,0.0,0,0,0.0,0.0,0.31359318494796745,0.5670551359653473
bracket_black,0,1,bracket_black/test/good/007.png,7,0.9,0,142,0.8180979490280151,1.0,0.9513477087020874,0.5041799111324444,0.829989367723465,0.49295774647887325,0.3091713294648288,0.5246321737766266,0.15492957746478872,0,0,0.0,0.0,0.7185245990753175,0.6417212843894958
bracket_black,0,1,bracket_black/test/good/007.png,7,0.9,1,169,0.8423281311988831,1.0,1.0,0.5928066642615046,0.9493082642555237,0.6153846153846154,0.3931550300904434,0.7366346836090089,0.3668639053254438,0,0,0.0,0.0,0.6302966594696046,0.8110790848731997
bracket_black,0,1,bracket_black/test/good/007.png,7,0.95,0,26,0.8813124895095825,0.9627121090888977,0.9368892014026642,0.40923034061085095,0.6091156899929047,0.23076923076923078,0.33047639510848303,0.5453715324401855,0.15384615384615385,0,0,0.0,0.0,0.6221241056919098,0.6758739054203033
bracket_black,0,1,bracket_black/test/good/007.png,7,0.95,1,42,0.907300591468811,1.0,1.0,0.6412541322848376,0.9001614868640899,0.7380952380952381,0.387810303884394,0.5836014091968535,0.2619047619047619,0,0,0.0,0.0,0.5984787344932555,0.48126643598079677
bracket_black,0,1,bracket_black/test/good/007.png,7,0.95,2,40,0.9173892736434937,1.0,1.0,0.8596155568957329,1.0,0.925,0.6504220357164741,1.0,0.75,0,0,0.0,0.0,0.7421114802360534,0.4364798277616501
bracket_black,0,1,bracket_black/test/good/007.png,7,0.95,3,49,0.930915117263794,1.0,1.0,0.5927107079726893,0.8243814587593079,0.6938775510204082,0.20604510223720132,0.4405006468296051,0.061224489795918366,0,0,0.0,0.0,0.3611113369464875,0.9055703878402711
bracket_black,0,1,bracket_black/test/good/007.png,7,0.975,0,8,0.9299274682998657,0.9627121090888977,0.9608068585395813,0.3976699411869049,0.5175425857305527,0.125,0.42288550920784473,0.5428297758102417,0.25,0,0,0.0,0.0,0.5862789273262023,0.5895653367042542
bracket_black,0,1,bracket_black/test/good/007.png,7,0.975,1,19,0.9723669290542603,1.0,1.0,0.7508292268304264,0.8790047526359558,0.9473684210526315,0.44879118484609265,0.6452117800712586,0.3684210526315789,0,0,0.0,0.0,0.6067664384841919,0.3651061356067657
bracket_black,0,1,bracket_black/test/good/007.png,7,0.975,2,21,0.9761698842048645,1.0,1.0,0.9237352539511288,1.0,1.0,0.679827423656688,1.0,0.8095238095238095,0,0,0.0,0.0,0.7092285752296448,0.21330073475837708
bracket_black,0,1,bracket_black/test/good/007.png,7,0.975,3,31,0.974348783493042,1.0,1.0,0.659593015909195,0.858323335647583,0.8387096774193549,0.23188557267189025,0.44013750553131104,0.03225806451612903,0,0,0.0,0.0,0.3403176963329315,0.8536750674247742
bracket_black,0,1,bracket_black/test/good/008.png,8,0.9,0,44,0.8282865285873413,0.9779148101806641,0.9367283284664154,0.23929348463813463,0.39292933940887453,0.022727272727272728,0.368728659219212,0.6237798094749453,0.22727272727272727,0,0,0.0,0.0,0.465759038925171,0.42739844024181406
bracket_black,0,1,bracket_black/test/good/008.png,8,0.9,1,11,0.7484025955200195,0.8639707565307617,0.8462453484535217,0.11547946164177524,0.2603539228439331,0.0,0.20283856822384727,0.2657734453678131,0.0,0,0,0.0,0.0,0.41542986035346985,0.3434644341468811
bracket_black,0,1,bracket_black/test/good/008.png,8,0.9,2,38,0.8456953763961792,1.0,1.0,0.23367923818295822,0.45240854322910307,0.07894736842105263,0.24102962482720613,0.34462842643260955,0.0,0,0,0.0,0.0,0.429283744096756,0.8014945805072784
bracket_black,0,1,bracket_black/test/good/008.png,8,0.9,3,15,0.7323886156082153,0.8848828673362732,0.8607048749923706,0.16455843127690828,0.22667915821075438,0.0,0.09188381646191164,0.19080792069435118,0.0,0,0,0.0,0.0,0.5340613842010498,0.8128684997558593
bracket_black,0,1,bracket_black/test/good/008.png,8,0.9,4,71,0.8151741623878479,1.0,0.9998053312301636,0.43435772077033397,0.6664663553237915,0.323943661971831,0.45258776765120656,0.7676833271980286,0.4507042253521127,0,0,0.0,0.0,0.7547934651374817,0.49930688738822937
bracket_black,0,1,bracket_black/test/good/008.png,8,0.9,5,5,0.6850016713142395,0.7260153293609619,0.7259095430374145,0.4880788505077362,0.6513913750648499,0.4,0.6247814655303955,0.8934172630310059,0.6,0,0,0.0,0.0,0.35170862078666687,0.08078177422285081
bracket_black,0,1,bracket_black/test/good/008.png,8,0.9,6,100,0.8437879085540771,1.0,1.0,0.4974339555948973,0.8193004429340365,0.51,0.31964811459183695,0.6922660231590271,0.26,0,0,0.0,0.0,0.6447795689105988,0.6259148597717287
