dataset,seed,shot,category,sample_id,sample_index,original_path,visual_contrast,text_contrast,dynamic_contrast,dynamic_minus_visual_contrast,visual_image_score,text_image_score,dynamic_image_score,visual_weight
mvtec,0,4,bottle,bottle-broken_small-001,21,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\broken_small\001.png,0.6944512128829956,0.8532665371894836,0.47185635566711426,-0.22259485721588135,0.2802909314632416,0.9928427934646606,0.9529984593391418,0.8668469190597534
mvtec,0,4,bottle,bottle-broken_small-002,22,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\broken_small\002.png,0.5634768009185791,0.6718571186065674,0.3014938235282898,-0.2619829773902893,0.31820228695869446,0.9928118586540222,0.9528153538703918,0.8674334287643433
mvtec,0,4,bottle,bottle-broken_small-003,23,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\broken_small\003.png,0.6040048003196716,0.7349826097488403,0.4206089377403259,-0.1833958625793457,0.3190377354621887,0.9881866574287415,0.8533268570899963,0.8145337104797363
mvtec,0,4,bottle,bottle-broken_small-004,24,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\broken_small\004.png,0.5909391641616821,0.843358039855957,0.3439188003540039,-0.24702036380767822,0.33355721831321716,0.9924490451812744,0.9504613280296326,0.8733714818954468
mvtec,0,4,bottle,bottle-broken_small-005,25,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\broken_small\005.png,0.70296710729599,0.7686759233474731,0.3079805374145508,-0.3949865698814392,0.32550981640815735,0.9829208254814148,0.6046888828277588,0.5929806232452393
mvtec,0,4,bottle,bottle-broken_small-006,26,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\broken_small\006.png,0.6743079423904419,0.7441317439079285,0.4044502377510071,-0.2698577046394348,0.2944720685482025,0.9938117265701294,0.9578379988670349,0.8422185778617859
mvtec,0,4,bottle,bottle-broken_small-007,27,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\broken_small\007.png,0.6677663326263428,0.648705780506134,0.5385551452636719,-0.1292111873626709,0.2652251720428467,0.9858659505844116,0.7342683672904968,0.7074888944625854
mvtec,0,4,bottle,bottle-broken_small-008,28,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\broken_small\008.png,0.6883862614631653,0.8145193457603455,0.2850266098976135,-0.40335965156555176,0.28665095567703247,0.9933100938796997,0.9555074572563171,0.856465756893158
mvtec,0,4,bottle,bottle-broken_small-009,29,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\broken_small\009.png,0.7637230753898621,0.8728656768798828,0.3103789687156677,-0.45334410667419434,0.47782638669013977,0.9928256273269653,0.9528971910476685,0.867173969745636
mvtec,0,4,bottle,bottle-broken_small-010,30,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\broken_small\010.png,0.6415282487869263,0.6950803399085999,0.30497539043426514,-0.33655285835266113,0.3397306501865387,0.9941883087158203,0.9594805240631104,0.8295318484306335
mvtec,0,4,bottle,bottle-broken_small-011,31,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\broken_small\011.png,0.7088930606842041,0.831748902797699,0.4628869891166687,-0.2460060715675354,0.3335913121700287,0.988645076751709,0.872543215751648,0.8317542672157288
mvtec,0,4,bottle,bottle-broken_small-012,32,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\broken_small\012.png,0.5760201215744019,0.574168860912323,0.34346288442611694,-0.2325572371482849,0.3772348463535309,0.9854273796081543,0.7113001942634583,0.687055766582489
mvtec,0,4,bottle,bottle-broken_small-013,33,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\broken_small\013.png,0.472841739654541,0.5898303985595703,0.3647077679634094,-0.10813397169113159,0.24706310033798218,0.9927692413330078,0.9525589942932129,0.868220865726471
mvtec,0,4,bottle,bottle-broken_small-014,34,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\broken_small\014.png,0.6463788151741028,0.7257112264633179,0.5671732425689697,-0.07920557260513306,0.24183647334575653,0.984271228313446,0.656014621257782,0.6381522417068481
mvtec,0,4,bottle,bottle-broken_small-015,35,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\broken_small\015.png,0.673896312713623,0.8280524611473083,0.301826536655426,-0.372069776058197,0.31387725472450256,0.9928624033927917,0.9531132578849792,0.866468608379364
mvtec,0,4,bottle,bottle-broken_small-016,36,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\broken_small\016.png,0.6550748944282532,0.8385693430900574,0.3513050675392151,-0.3037698268890381,0.43134060502052307,0.9923793077468872,0.949959397315979,0.8743139505386353
mvtec,0,4,bottle,bottle-broken_small-017,37,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\broken_small\017.png,0.654271125793457,0.7678731679916382,0.3692857623100281,-0.28498536348342896,0.32093825936317444,0.9937599301338196,0.9576076865196228,0.8438335657119751
mvtec,0,4,bottle,bottle-broken_small-018,38,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\broken_small\018.png,0.5644842386245728,0.7873081564903259,0.3104756474494934,-0.25400859117507935,0.4148486256599426,0.9940709471702576,0.9589722156524658,0.8336597084999084
mvtec,0,4,bottle,bottle-broken_small-019,39,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\broken_small\019.png,0.6618665456771851,0.7268539667129517,0.3031259775161743,-0.35874056816101074,0.4138457179069519,0.9868861436843872,0.7890152335166931,0.756519615650177
mvtec,0,4,bottle,bottle-broken_small-020,40,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\broken_small\020.png,0.6072007417678833,0.7870011925697327,0.3118612766265869,-0.2953394651412964,0.35574108362197876,0.9936015009880066,0.9568914771080017,0.8485705256462097
mvtec,0,4,bottle,bottle-broken_small-021,41,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\broken_small\021.png,0.6646221876144409,0.8064184188842773,0.39329975843429565,-0.27132242918014526,0.39904269576072693,0.9935345649719238,0.956582248210907,0.8504787087440491
mvtec,0,4,bottle,bottle-contamination-000,42,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\contamination\000.png,0.640998125076294,0.45863160490989685,0.25507652759552,-0.3859215974807739,0.39028364419937134,0.9715319275856018,0.5018540024757385,0.5017249584197998
mvtec,0,4,bottle,bottle-contamination-001,43,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\contamination\001.png,0.5559219121932983,0.23759877681732178,0.21690213680267334,-0.339019775390625,0.2840965688228607,0.964561939239502,0.500121533870697,0.5001148581504822
mvtec,0,4,bottle,bottle-contamination-002,44,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\contamination\002.png,0.6126766800880432,0.759307324886322,0.4563431739807129,-0.15633350610733032,0.27674710750579834,0.9855761528015137,0.7190037965774536,0.6939005255699158
mvtec,0,4,bottle,bottle-contamination-003,45,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\contamination\003.png,0.6007131338119507,0.12412416934967041,0.45540714263916016,-0.14530599117279053,0.2657790780067444,0.9522528648376465,0.49999985098838806,0.49999988079071045
mvtec,0,4,bottle,bottle-contamination-004,46,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\contamination\004.png,0.5609145164489746,0.3623470067977905,0.4362274408340454,-0.1246870756149292,0.3377293348312378,0.9528809189796448,0.49999985098838806,0.49999988079071045
mvtec,0,4,bottle,bottle-contamination-005,47,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\contamination\005.png,0.6542729139328003,0.5515130758285522,0.2940846085548401,-0.3601883053779602,0.5368642210960388,0.9980436563491821,0.9797073006629944,0.6564149260520935
mvtec,0,4,bottle,bottle-contamination-006,48,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\contamination\006.png,0.5426240563392639,0.4356392025947571,0.32759928703308105,-0.21502476930618286,0.6227423548698425,0.9707884192466736,0.5014007687568665,0.5013060569763184
mvtec,0,4,bottle,bottle-contamination-007,49,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\contamination\007.png,0.7509052753448486,0.7017128467559814,0.6605348587036133,-0.09037041664123535,0.7057467103004456,0.9883557558059692,0.8606718182563782,0.8211373090744019
mvtec,0,4,bottle,bottle-contamination-008,50,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\contamination\008.png,0.4443797767162323,0.19452162086963654,0.23398470878601074,-0.21039506793022156,0.4535888135433197,0.9758782982826233,0.5092657208442688,0.508488655090332
mvtec,0,4,bottle,bottle-contamination-009,51,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\contamination\009.png,0.4207119941711426,0.1741538941860199,0.2055920958518982,-0.21511989831924438,0.46227580308914185,0.978901207447052,0.5273419618606567,0.5247102975845337
mvtec,0,4,bottle,bottle-contamination-010,52,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\contamination\010.png,0.4394134283065796,0.15432476997375488,0.21693813800811768,-0.22247529029846191,0.49660158157348633,0.9471526741981506,0.49999985098838806,0.49999988079071045
mvtec,0,4,bottle,bottle-contamination-011,53,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\contamination\011.png,0.6059162616729736,0.4223175346851349,0.23412907123565674,-0.3717871904373169,0.40504592657089233,0.9728366732597351,0.5030215382575989,0.5027996897697449
mvtec,0,4,bottle,bottle-contamination-012,54,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\contamination\012.png,0.47964489459991455,0.04482080787420273,0.2626800537109375,-0.21696484088897705,0.3841208815574646,0.9675255417823792,0.5004005432128906,0.5003764629364014
mvtec,0,4,bottle,bottle-contamination-013,55,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\contamination\013.png,0.7725585103034973,0.43814653158187866,0.508460283279419,-0.26409822702407837,0.5397802591323853,0.937102198600769,0.49999985098838806,0.49999988079071045
mvtec,0,4,bottle,bottle-contamination-014,56,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\contamination\014.png,0.6186347007751465,0.812587320804596,0.44119328260421753,-0.17744141817092896,0.4538310170173645,0.9862057566642761,0.752465009689331,0.7237338423728943
mvtec,0,4,bottle,bottle-contamination-015,57,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\contamination\015.png,0.5561361312866211,0.5414308905601501,0.2905071973800659,-0.2656289339065552,0.5112823247909546,0.9821345806121826,0.5816741585731506,0.5727391839027405
mvtec,0,4,bottle,bottle-contamination-016,58,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\contamination\016.png,0.4652253985404968,0.11798535287380219,0.3458179831504822,-0.11940741539001465,0.3001493215560913,0.9623337984085083,0.5000450611114502,0.500042736530304
mvtec,0,4,bottle,bottle-contamination-017,59,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\contamination\017.png,0.7365421652793884,0.7894953489303589,0.2864413857460022,-0.45010077953338623,0.5878292918205261,0.9934037327766418,0.955963671207428,0.8540459871292114
mvtec,0,4,bottle,bottle-contamination-018,60,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\contamination\018.png,0.802963137626648,0.8316805362701416,0.3023534417152405,-0.5006096959114075,0.4625436067581177,0.9978518486022949,0.9786457419395447,0.6645179986953735
mvtec,0,4,bottle,bottle-contamination-019,61,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\contamination\019.png,0.5072775483131409,0.23055823147296906,0.4350784122943878,-0.07219913601875305,0.22730731964111328,0.9601266384124756,0.5000126957893372,0.5000120997428894
mvtec,0,4,bottle,bottle-contamination-020,62,D:\STUDY\My_github\sci_project\data\mvtec\bottle\test\contamination\020.png,0.4472816586494446,0.09138315171003342,0.26784974336624146,-0.17943191528320312,0.34113240242004395,0.9497323632240295,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-bent_wire-000,0,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\bent_wire\000.png,0.5758480429649353,0.2760501801967621,0.7120314836502075,0.13618344068527222,0.3492880165576935,0.9178305864334106,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-bent_wire-001,1,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\bent_wire\001.png,0.6264983415603638,0.5180460810661316,0.7579877376556396,0.13148939609527588,0.37930533289909363,0.9040704965591431,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-bent_wire-002,2,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\bent_wire\002.png,0.5846805572509766,0.5142183899879456,0.8446014523506165,0.2599208950996399,0.4108022153377533,0.9312905669212341,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-bent_wire-003,3,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\bent_wire\003.png,0.6734802722930908,0.5006551146507263,0.753935694694519,0.08045542240142822,0.4721826910972595,0.9141479134559631,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-bent_wire-004,4,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\bent_wire\004.png,0.7032900452613831,0.4233687222003937,0.8210309147834778,0.11774086952209473,0.5873460173606873,0.8815507888793945,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-bent_wire-005,5,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\bent_wire\005.png,0.6141803860664368,0.47520720958709717,0.7796412706375122,0.16546088457107544,0.4600496292114258,0.9355984926223755,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-bent_wire-006,6,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\bent_wire\006.png,0.5280442237854004,0.4517945647239685,0.7435329556465149,0.2154887318611145,0.4156797230243683,0.9429313540458679,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-bent_wire-007,7,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\bent_wire\007.png,0.6342700123786926,0.5096001625061035,0.652949333190918,0.018679320812225342,0.47262126207351685,0.9474102258682251,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-bent_wire-008,8,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\bent_wire\008.png,0.4956021308898926,0.42415475845336914,0.588115930557251,0.0925137996673584,0.3030208349227905,0.9340529441833496,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-bent_wire-009,9,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\bent_wire\009.png,0.6229671835899353,0.3619604706764221,0.6890422701835632,0.06607508659362793,0.4695073366165161,0.9075403809547424,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-bent_wire-010,10,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\bent_wire\010.png,0.6331228613853455,0.3906995952129364,0.6403523087501526,0.007229447364807129,0.5513586401939392,0.8744307160377502,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-bent_wire-011,11,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\bent_wire\011.png,0.6137334108352661,0.4053206145763397,0.7214609384536743,0.1077275276184082,0.49782007932662964,0.953403651714325,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-bent_wire-012,12,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\bent_wire\012.png,0.5233372449874878,0.5633544921875,0.8394948840141296,0.31615763902664185,0.4320150911808014,0.949282169342041,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-cable_swap-000,13,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\cable_swap\000.png,0.19952869415283203,0.21705354750156403,0.39525145292282104,0.195722758769989,0.1961168646812439,0.9289007186889648,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-cable_swap-001,14,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\cable_swap\001.png,0.13173189759254456,0.16120818257331848,0.42700135707855225,0.2952694594860077,0.22059795260429382,0.9705360531806946,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-cable_swap-002,15,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\cable_swap\002.png,0.06993472576141357,0.16700083017349243,0.2632746994495392,0.1933399736881256,0.21222275495529175,0.9282817244529724,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-cable_swap-003,16,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\cable_swap\003.png,0.06239122152328491,0.24216105043888092,0.297781378030777,0.23539015650749207,0.21143238246440887,0.9130232930183411,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-cable_swap-004,17,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\cable_swap\004.png,0.1729513704776764,0.20202243328094482,0.21671238541603088,0.04376101493835449,0.20383299887180328,0.9633122682571411,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-cable_swap-005,18,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\cable_swap\005.png,0.09095916152000427,0.22064092755317688,0.3469513952732086,0.25599223375320435,0.1943296194076538,0.9473313689231873,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-cable_swap-006,19,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\cable_swap\006.png,0.11009296774864197,0.1724020391702652,0.3136844336986542,0.2035914659500122,0.183577299118042,0.9412705898284912,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-cable_swap-007,20,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\cable_swap\007.png,0.2238115668296814,0.13523747026920319,0.37139013409614563,0.14757856726646423,0.1981540024280548,0.9610974192619324,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-cable_swap-008,21,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\cable_swap\008.png,0.19848445057868958,0.37572887539863586,0.6232625842094421,0.42477813363075256,0.1997549831867218,0.9502697587013245,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-cable_swap-009,22,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\cable_swap\009.png,0.1414569765329361,0.16452762484550476,0.37712812423706055,0.23567114770412445,0.2407626211643219,0.9457237124443054,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-cable_swap-010,23,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\cable_swap\010.png,0.09031134843826294,0.183334618806839,0.3372195363044739,0.24690818786621094,0.1953333467245102,0.9335495233535767,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-cable_swap-011,24,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\cable_swap\011.png,0.16913607716560364,0.14414331316947937,0.15499813854694366,-0.014137938618659973,0.2059606909751892,0.9556621313095093,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-combined-000,25,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\combined\000.png,0.46083080768585205,0.468694269657135,0.48141348361968994,0.02058267593383789,0.4439345598220825,0.9454972743988037,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-combined-001,26,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\combined\001.png,0.5636208653450012,0.35577628016471863,0.6410897970199585,0.07746893167495728,0.4779289662837982,0.9602372050285339,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-combined-002,27,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\combined\002.png,0.5396170616149902,0.5763744115829468,0.5928378105163574,0.05322074890136719,0.3603088855743408,0.9216343760490417,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-combined-003,28,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\combined\003.png,0.49238666892051697,0.5685886740684509,0.5813246965408325,0.08893802762031555,0.42835232615470886,0.9743974208831787,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-combined-004,29,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\combined\004.png,0.36544349789619446,0.2628535032272339,0.4453447461128235,0.07990124821662903,0.28989383578300476,0.8966426849365234,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-combined-005,30,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\combined\005.png,0.3036664128303528,0.2817590832710266,0.5571877360343933,0.2535213232040405,0.4347810745239258,0.9511700868606567,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-combined-006,31,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\combined\006.png,0.4361608028411865,0.35745981335639954,0.666961669921875,0.23080086708068848,0.4560249149799347,0.9772308468818665,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-combined-007,32,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\combined\007.png,0.15257813036441803,0.2188948392868042,0.45029157400131226,0.2977134436368942,0.35703179240226746,0.9756909012794495,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-combined-008,33,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\combined\008.png,0.45185646414756775,0.48353782296180725,0.8258471488952637,0.3739906847476959,0.506670355796814,0.9608321189880371,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-combined-009,34,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\combined\009.png,0.22512947022914886,0.2339990735054016,0.5808135271072388,0.3556840568780899,0.40007975697517395,0.9512404203414917,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-combined-010,35,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\combined\010.png,0.45133209228515625,0.24433909356594086,0.44975531101226807,-0.0015767812728881836,0.4384111762046814,0.980897843837738,0.5000935792922974,0.5000885128974915
mvtec,0,4,cable,cable-cut_inner_insulation-000,36,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\cut_inner_insulation\000.png,0.4434472620487213,0.36152884364128113,0.6878476738929749,0.24440041184425354,0.3661437928676605,0.9106777310371399,0.49999985098838806,0.49999988079071045
mvtec,0,4,cable,cable-cut_inner_insulation-001,37,D:\STUDY\My_github\sci_project\data\mvtec\cable\test\cut_inner_insulation\001.png,0.48377782106399536,0.30914655327796936,0.5109811425209045,0.02720332145690918,0.28893524408340454,0.9297319650650024,0.49999985098838806,0.49999988079071045
