run_id,dataset,seed,shot,category,role,path,size_bytes,mtime_ns,sha256
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,carpet,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\carpet.npz,109719138,1785299434722809300,c6acafd5bb0c44946c8d77df7917a2617915b8e679c5e45f06610bd9b26c9300
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,carpet,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\carpet.sample_ids.npz,748,1785946550299217000,8d2d168638a265b2f92b5d2b40fc697799bd9b710a0222b568a9355eef2cd242
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,grid,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_1\predictions\grid.npz,53701528,1785979541665067500,72cc9154f930d5c43027a0a73581e8cadb18adc2392323ac9d04d094b9fb8ec6
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,grid,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\grid.npz,74449068,1785299463151146100,3401ebe9b9a1ad4069650e88acae3c30fb92381b04dc32b5606222d7c09b9aa4
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,grid,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\grid.sample_ids.npz,627,1785946550713938200,65aeffe03a2e8eb91b0f3ffd4f11cee8922d8ccd4f01a5c1f9e8ad3338bc5179
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,hazelnut,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_1\predictions\hazelnut.npz,48081977,1785979545791488300,59a90610a778673c59b91f21d38a865906c74a3721eb2a8567382a37af727026
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,hazelnut,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\hazelnut.npz,104129984,1785299442764357600,a0fb15e55153308d2727a364e3b4a62781596dffefaed4ac22d09fc099e2e3d0
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,hazelnut,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\hazelnut.sample_ids.npz,666,1785946551057562200,44085a429de3bf92adbbb02d01191ea0eb7db85e3da97c10e182efa641b9a3ba
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,leather,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_1\predictions\leather.npz,86377113,1785979552487594400,4d18613d40289c364b5b976dafd24c86ada42956d4a32e828e33f65b9046fdaa
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,leather,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\leather.npz,117745411,1785299448045567600,c0970e228136d6cc6bfecbd169b8b18443952dbd26df72efb4913292814f85e6
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,leather,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\leather.sample_ids.npz,711,1785946551447284500,bcf74766e3392e4611990353264a1708f57967397a9556e48a3d3d57defb3c21
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,metal_nut,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_1\predictions\metal_nut.npz,80522772,1785979558751408800,bdbc0435e831da21149c5512a93958f3b819cedc3a7e0e8117dad09a785d8681
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,metal_nut,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\metal_nut.npz,111536857,1785299478509590500,7b0be8ad61d09a58d0af7496c08a108b0a192d2fc0c130f19fcbdc6b230617e7
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,metal_nut,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\metal_nut.sample_ids.npz,699,1785946551876644800,0c8e19aece6fb40bbde56246265af1332edf6ae0c43bd144fff723bc64df9783
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,pill,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_1\predictions\pill.npz,76064348,1785979565400555700,e59dc1be97c085ad8c29b851989dcbf462c55bcf39da5331066e64aaffce3369
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,pill,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\pill.npz,158551016,1785299470083609700,5eccddec199b6945de6c15751a18620d353d29a1f6a226af628bdbb300d58400
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,pill,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\pill.sample_ids.npz,963,1785946552347011500,80e11e3247d8a5287c4ce45dcf0371ad5f8d41b3014dc896022232e870558b38
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,screw,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_1\predictions\screw.npz,60625857,1785979571089458200,80238ea91e6e72412e22983afb3f69d3bbbc56c966e2933ae90fa367748dbdd3
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,screw,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\screw.npz,152991292,1785299485045043100,2e6dd78cd69ca61f4cae05102daa4a212a4e8782ae80109b2b8867efd245321e
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,screw,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\screw.sample_ids.npz,944,1785946552975160800,a66f02f2a293b134ad59e2ea6ea29d4883e729986418b15d41e77c39b7fc7e71
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,tile,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_1\predictions\tile.npz,80750778,1785979577392855100,6a2616b277b67d028f56a45aeb0b320e6db6444f3efbe2d3a8a2fa4d154ad7dd
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,tile,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\tile.npz,112304392,1785299497375001300,6486169a3cd3bbb92f48ee6be52b8c0c378bd2eee264e61b1e998856d2143acb
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,tile,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\tile.sample_ids.npz,730,1785946553531205500,f25c42abdd09795f83d306fea8ab90a36016a2aacdd9bd200e21a6337f1ccc4f
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,toothbrush,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_1\predictions\toothbrush.npz,16773215,1785979579157727900,9612dede42f9b011eec8a95767f8100bf39509fca8d6b26d257da1c12496bdfd
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,toothbrush,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\toothbrush.npz,40392087,1785299486755523400,a37f01caf3ede9155cb5cac05acc980ea055ab3f51feb8825307ee9c347e1384
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,toothbrush,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\toothbrush.sample_ids.npz,416,1785946553888846800,71c093b7c35cea96f7f16be71e2dbf278c0da9b32bb115a2ae42406f46f1f9a4
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,transistor,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_1\predictions\transistor.npz,69497349,1785979584486144500,ea434a96b79633e8ff8d5f94a070f6dcf6c83bbb934238ce5d6d459d5a4cd39c
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,transistor,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\transistor.npz,96802839,1785299474001434500,69e66925559c0fd155389e12a7544351ae7c30762535f1a47557f515cb346bf2
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,transistor,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\transistor.sample_ids.npz,689,1785946554144551400,a6622363a662b5b9655f0992f3ee14cafc3ae774067f556684725a957f640bcb
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,wood,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_1\predictions\wood.npz,54010463,1785979589060420700,5f2367e511a0df664bada68039d9486dc834ebd2ffcef4a53f0a81900d2411e1
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,wood,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\wood.npz,75905302,1785299500611027100,28797b146567a590a5bcb1c316e565238e39e4e8e2d608eb62f2096b76f3df8f
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,wood,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\wood.sample_ids.npz,565,1785946554505211200,fa5540d48a8685f131fb4a75110b88787edd10c5558e702c45d0a2017af427bb
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,zipper,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_1\predictions\zipper.npz,105771862,1785979597183578200,4021e5a96ee5b90bb99c567775d86a3ebd999109fdd45a7052351f698132ed22
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,zipper,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\zipper.npz,146032416,1785299492664852100,1025f09c4115f522c92f73dd8a43b7f55155137677d1c2bdc26d992f0891769c
20260805_mvtec_final_validation_s0_k1,mvtec,0,1,zipper,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\zipper.sample_ids.npz,900,1785946554909042700,bc7f63eb85561adea674605db2264ac6eb0665f69190cbcbdcbc2a6c2c80f7b6
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,bottle,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_2\predictions\bottle.npz,58825801,1785980896341264800,e3491912a22653e170f1160e16851da107b0ef72a69d05e8f1c7b79c99e9600b
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,bottle,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\bottle.npz,80395581,1785299438080874700,533e243439559494e3c8ef719fd3e9026e2d812857c25ce729b20881335f2007
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,bottle,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\bottle.sample_ids.npz,594,1785946548976158400,74c7ce702c2cbafa781012d3010e47515da68d2a1e362cfcbbfa939e5eccf203
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,cable,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_2\predictions\cable.npz,104348256,1785980904006171500,d5a0c6d1b25c5fb1c2a34d41da32f0299de43b372f3e257cee31a684d0775e12
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,cable,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\cable.npz,144631682,1785299454113058000,97cdea7b527b798e5b32c042e6574a11422f52944f68024a82ef17ed3447ccde
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,cable,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\cable.sample_ids.npz,948,1785946549359201900,4b95eaba47d460b29268c6b1e30d27c06c965b59e0c4ef8863ec5b187d101283
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,capsule,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_2\predictions\capsule.npz,42880694,1785980908326507000,67b274fadb8ff98a9654ac6698fd8d41971ee6ead9a6ff6313cecb083a2bad29
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,capsule,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\capsule.npz,122777856,1785299459959907600,c83fbed39c6bcea91182f3ee08d605098581d089b2743d557b13e8c02478c8a2
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,capsule,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\capsule.sample_ids.npz,804,1785946549858651000,8c1a7361ca51812ecf2b8f6a962030a81a68bddfa78d52a4e41c052db361f724
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,carpet,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_2\predictions\carpet.npz,81745093,1785980914396751800,807a8da3ae86d945043607d5882acd1b6c32aec62d527cd1a2c3201489d4cef1
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,carpet,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\carpet.npz,109719138,1785299434722809300,c6acafd5bb0c44946c8d77df7917a2617915b8e679c5e45f06610bd9b26c9300
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,carpet,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\carpet.sample_ids.npz,748,1785946550299217000,8d2d168638a265b2f92b5d2b40fc697799bd9b710a0222b568a9355eef2cd242
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,grid,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_2\predictions\grid.npz,53894508,1785980918605055500,b5289f061abc1b2c69562be57c70ad34509f7743b98f05e48c2e7518d1b949cd
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,grid,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\grid.npz,74449068,1785299463151146100,3401ebe9b9a1ad4069650e88acae3c30fb92381b04dc32b5606222d7c09b9aa4
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,grid,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\grid.sample_ids.npz,627,1785946550713938200,65aeffe03a2e8eb91b0f3ffd4f11cee8922d8ccd4f01a5c1f9e8ad3338bc5179
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,hazelnut,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_2\predictions\hazelnut.npz,48076157,1785980922526067000,b0b0bb8d7de8aae57bd5df209314ad4ae427066e90b5cc66a2d3966f8dad7150
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,hazelnut,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\hazelnut.npz,104129984,1785299442764357600,a0fb15e55153308d2727a364e3b4a62781596dffefaed4ac22d09fc099e2e3d0
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,hazelnut,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\hazelnut.sample_ids.npz,666,1785946551057562200,44085a429de3bf92adbbb02d01191ea0eb7db85e3da97c10e182efa641b9a3ba
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,leather,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_2\predictions\leather.npz,86332640,1785980928832056700,670a8c1cf21155cf9fec2430758fe9deac03e5e2ff3d7539875bebe350489a34
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,leather,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\leather.npz,117745411,1785299448045567600,c0970e228136d6cc6bfecbd169b8b18443952dbd26df72efb4913292814f85e6
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,leather,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\leather.sample_ids.npz,711,1785946551447284500,bcf74766e3392e4611990353264a1708f57967397a9556e48a3d3d57defb3c21
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,metal_nut,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_2\predictions\metal_nut.npz,80652292,1785980934590517100,32b4aa577e68fae5ea7933f4ed3ed2a462d77bce310de07c4ac214ca19a663a8
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,metal_nut,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\metal_nut.npz,111536857,1785299478509590500,7b0be8ad61d09a58d0af7496c08a108b0a192d2fc0c130f19fcbdc6b230617e7
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,metal_nut,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\metal_nut.sample_ids.npz,699,1785946551876644800,0c8e19aece6fb40bbde56246265af1332edf6ae0c43bd144fff723bc64df9783
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,pill,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_2\predictions\pill.npz,76003544,1785980940747434200,cfe0407db1a7c2a7ebfcf3e8c07d35b2ad61c2ccb10676fa48a4dd5ded59a9c1
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,pill,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\pill.npz,158551016,1785299470083609700,5eccddec199b6945de6c15751a18620d353d29a1f6a226af628bdbb300d58400
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,pill,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\pill.sample_ids.npz,963,1785946552347011500,80e11e3247d8a5287c4ce45dcf0371ad5f8d41b3014dc896022232e870558b38
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,screw,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_2\predictions\screw.npz,60582526,1785980945886793100,08c17ff58c717bdf3c447d44320829c39d7b9efa961079829c7b97da413101e0
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,screw,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\screw.npz,152991292,1785299485045043100,2e6dd78cd69ca61f4cae05102daa4a212a4e8782ae80109b2b8867efd245321e
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,screw,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\screw.sample_ids.npz,944,1785946552975160800,a66f02f2a293b134ad59e2ea6ea29d4883e729986418b15d41e77c39b7fc7e71
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,tile,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_2\predictions\tile.npz,80688868,1785980951895662800,9462f82ca000ef4ff7e3e341b977601603d49a77aabcd041ba0dc26f092f1870
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,tile,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\tile.npz,112304392,1785299497375001300,6486169a3cd3bbb92f48ee6be52b8c0c378bd2eee264e61b1e998856d2143acb
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,tile,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\tile.sample_ids.npz,730,1785946553531205500,f25c42abdd09795f83d306fea8ab90a36016a2aacdd9bd200e21a6337f1ccc4f
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,toothbrush,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_2\predictions\toothbrush.npz,16805396,1785980953625074800,42b5292cb91879de81549ee648bbe3caa57bd80203c6943f30a22548686cd917
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,toothbrush,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\toothbrush.npz,40392087,1785299486755523400,a37f01caf3ede9155cb5cac05acc980ea055ab3f51feb8825307ee9c347e1384
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,toothbrush,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\toothbrush.sample_ids.npz,416,1785946553888846800,71c093b7c35cea96f7f16be71e2dbf278c0da9b32bb115a2ae42406f46f1f9a4
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,transistor,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_2\predictions\transistor.npz,68965174,1785980958969393900,f0a37dbce20f6b1986b3a816e506a77724619d08f51c03e27175de131212dff3
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,transistor,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\transistor.npz,96802839,1785299474001434500,69e66925559c0fd155389e12a7544351ae7c30762535f1a47557f515cb346bf2
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,transistor,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\transistor.sample_ids.npz,689,1785946554144551400,a6622363a662b5b9655f0992f3ee14cafc3ae774067f556684725a957f640bcb
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,wood,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_2\predictions\wood.npz,54001862,1785980963442838800,d29dbaf6edb85902a1ab9d67c00bfcc82cb18ad30aaca1890a6a6f7bd2f3754e
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,wood,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\wood.npz,75905302,1785299500611027100,28797b146567a590a5bcb1c316e565238e39e4e8e2d608eb62f2096b76f3df8f
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,wood,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\wood.sample_ids.npz,565,1785946554505211200,fa5540d48a8685f131fb4a75110b88787edd10c5558e702c45d0a2017af427bb
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,zipper,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_2\predictions\zipper.npz,105860744,1785980971436803900,d632a517c305dc7efa3179795aec4cbf1f306c5d6ec8be2af1a8fef37907eff9
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,zipper,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\zipper.npz,146032416,1785299492664852100,1025f09c4115f522c92f73dd8a43b7f55155137677d1c2bdc26d992f0891769c
20260805_mvtec_final_validation_s0_k2,mvtec,0,2,zipper,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\zipper.sample_ids.npz,900,1785946554909042700,bc7f63eb85561adea674605db2264ac6eb0665f69190cbcbdcbc2a6c2c80f7b6
20260805_mvtec_final_validation_s0_k4,mvtec,0,4,bottle,visual_prediction,D:\STUDY\My_github\sci_project\outputs\anomalydino\unified_matrix\seed_0_shot_4\predictions\bottle.npz,58840589,1785981953343252100,8b8447c99814e1ba9246bc5cb4c57ae050cd141c5a34713c207ad455d0e008df
20260805_mvtec_final_validation_s0_k4,mvtec,0,4,bottle,text_prediction,D:\STUDY\My_github\sci_project\outputs\anomalyclip\mvtec_npz\bottle.npz,80395581,1785299438080874700,533e243439559494e3c8ef719fd3e9026e2d812857c25ce729b20881335f2007
20260805_mvtec_final_validation_s0_k4,mvtec,0,4,bottle,text_sample_id_sidecar,D:\STUDY\My_github\sci_project\outputs\dynamic_fusion\sidecars\anomalyclip_mvtec_518\bottle.sample_ids.npz,594,1785946548976158400,74c7ce702c2cbafa781012d3010e47515da68d2a1e362cfcbbfa939e5eccf203
